Project Type,Team Size,Budget ($k),Duration (months),Stakeholder Count,Methodology Used,Team Experience,Risk Level
Mobile App,3,46,3,6,Hybrid,Mixed,Medium
Web Application,13,65,33,4,Scrum,Senior,Low
Data Analytics Platform,4,17,31,7,Agile,Mixed,Medium
Cloud Migration,15,86,17,7,Kanban,Senior,Medium
Data Analytics Platform,5,246,15,11,Hybrid,Senior,Medium
E-Commerce Platform,12,332,26,6,Hybrid,Junior,High
CRM System,5,360,11,10,Kanban,Senior,Medium
E-Commerce Platform,6,308,9,9,Agile,Mixed,Medium
Web Application,7,616,20,9,Kanban,Mixed,Medium
Cloud Migration,29,183,30,2,Kanban,Mixed,Medium
E-Commerce Platform,5,382,14,5,Kanban,Junior,Medium
Cloud Migration,7,497,34,4,Kanban,Mixed,Medium
Web Application,7,607,2,2,Hybrid,Mixed,Medium
Cybersecurity Solution,3,128,3,7,Hybrid,Junior,High
Mobile App,12,77,10,3,Scrum,Junior,Medium
ERP Implementation,3,418,30,6,Kanban,Mixed,High
Mobile App,5,948,8,3,Scrum,Junior,Medium
ERP Implementation,5,21,2,5,Hybrid,Senior,Low
Data Analytics Platform,4,271,33,3,Scrum,Mixed,Medium
Cybersecurity Solution,6,34,36,8,Kanban,Junior,High
Web Application,6,23,8,2,Kanban,Senior,Low
Data Analytics Platform,8,78,18,8,Hybrid,Senior,Medium
E-Commerce Platform,4,51,5,3,Kanban,Senior,Low
Cybersecurity Solution,14,107,9,9,Agile,Senior,Medium
Web Application,2,63,30,6,Scrum,Junior,Medium
Cloud Migration,10,246,35,3,Scrum,Mixed,Medium
ERP Implementation,27,216,17,10,Kanban,Mixed,High
AI / ML Project,15,78,10,5,Kanban,Junior,High
E-Commerce Platform,12,143,25,6,Waterfall,Senior,Medium
Mobile App,3,136,9,5,Waterfall,Mixed,Medium
Mobile App,10,54,36,9,Agile,Junior,High
AI / ML Project,12,42,31,4,Agile,Mixed,High
AI / ML Project,3,358,12,5,Agile,Junior,High
E-Commerce Platform,11,35,23,9,Waterfall,Junior,High
Data Analytics Platform,7,419,11,4,Scrum,Senior,Low
E-Commerce Platform,3,137,2,9,Waterfall,Mixed,High
ERP Implementation,11,221,2,5,Agile,Junior,Medium
Cloud Migration,13,244,36,7,Hybrid,Senior,Medium
Cybersecurity Solution,11,739,24,2,Waterfall,Mixed,High
IoT Development,5,17,6,6,Waterfall,Junior,High
IoT Development,7,199,12,4,Hybrid,Mixed,Medium
CRM System,7,37,14,3,Agile,Mixed,Low
Mobile App,22,327,32,6,Kanban,Junior,High
E-Commerce Platform,14,233,20,3,Hybrid,Senior,Medium
Web Application,20,417,9,9,Agile,Senior,Medium
Cloud Migration,6,377,30,8,Hybrid,Junior,High
AI / ML Project,6,159,28,7,Scrum,Mixed,Medium
Mobile App,7,242,17,4,Scrum,Senior,Low
CRM System,7,125,15,7,Waterfall,Senior,Medium
ERP Implementation,7,751,27,6,Hybrid,Senior,High
Cybersecurity Solution,12,68,32,7,Kanban,Senior,Medium
Web Application,3,107,30,3,Kanban,Senior,Medium
Web Application,4,49,5,6,Scrum,Mixed,Low
Cybersecurity Solution,23,600,12,7,Agile,Junior,High
Cloud Migration,7,341,5,2,Waterfall,Mixed,Medium
Cloud Migration,14,48,11,4,Scrum,Senior,Low
Mobile App,6,81,29,7,Agile,Mixed,Medium
AI / ML Project,8,56,29,8,Agile,Mixed,High
E-Commerce Platform,4,70,5,9,Hybrid,Senior,Low
E-Commerce Platform,5,66,27,12,Kanban,Senior,Medium
Cybersecurity Solution,18,116,33,7,Kanban,Junior,High
AI / ML Project,24,659,34,12,Scrum,Senior,High
AI / ML Project,5,333,30,5,Kanban,Mixed,High
Cloud Migration,25,130,5,7,Kanban,Mixed,Medium
AI / ML Project,5,49,14,9,Hybrid,Senior,Medium
Mobile App,5,149,24,9,Hybrid,Mixed,Medium
AI / ML Project,29,118,3,4,Hybrid,Mixed,Medium
Web Application,12,56,2,8,Waterfall,Junior,Medium
AI / ML Project,3,596,21,9,Agile,Senior,High
AI / ML Project,4,67,34,5,Agile,Junior,High
CRM System,12,223,12,4,Hybrid,Junior,Medium
E-Commerce Platform,11,148,7,11,Waterfall,Mixed,Medium
Mobile App,7,117,9,11,Waterfall,Mixed,Medium
Mobile App,7,126,34,6,Scrum,Senior,Low
Web Application,8,561,6,4,Agile,Senior,Low
Cybersecurity Solution,4,161,8,4,Kanban,Mixed,Medium
Data Analytics Platform,2,145,26,7,Scrum,Mixed,Medium
Data Analytics Platform,13,183,28,8,Scrum,Senior,Medium
ERP Implementation,11,54,10,7,Waterfall,Senior,Medium
AI / ML Project,4,330,36,13,Hybrid,Mixed,High
IoT Development,8,289,5,4,Kanban,Junior,Medium
E-Commerce Platform,15,33,13,9,Scrum,Junior,Medium
Web Application,3,287,28,6,Waterfall,Senior,High
AI / ML Project,8,273,25,5,Hybrid,Junior,High
Cloud Migration,3,400,31,3,Kanban,Senior,Medium
Cloud Migration,4,199,15,6,Agile,Junior,Medium
Cloud Migration,15,173,19,6,Scrum,Mixed,Medium
Cloud Migration,8,31,15,6,Kanban,Senior,Low
E-Commerce Platform,11,295,10,12,Scrum,Mixed,Medium
E-Commerce Platform,6,109,24,6,Waterfall,Mixed,High
E-Commerce Platform,11,138,12,6,Hybrid,Junior,High
Web Application,12,217,2,6,Hybrid,Mixed,Low
E-Commerce Platform,15,324,8,5,Hybrid,Mixed,Medium
CRM System,5,538,24,4,Hybrid,Senior,Medium
Web Application,12,189,7,5,Kanban,Mixed,Low
Cloud Migration,19,62,3,3,Hybrid,Junior,Medium
Data Analytics Platform,5,187,30,8,Kanban,Senior,Medium
Web Application,6,124,33,5,Scrum,Junior,Medium
Data Analytics Platform,6,229,13,5,Hybrid,Mixed,Medium
E-Commerce Platform,7,142,25,2,Scrum,Junior,Medium
ERP Implementation,17,146,36,5,Scrum,Mixed,High
Cloud Migration,4,63,24,6,Waterfall,Junior,High
E-Commerce Platform,3,47,4,5,Hybrid,Senior,Medium
AI / ML Project,8,130,18,11,Hybrid,Junior,High
Web Application,4,535,26,7,Waterfall,Senior,High
E-Commerce Platform,9,384,11,6,Agile,Junior,Medium
Mobile App,13,703,29,7,Agile,Junior,High
Cloud Migration,11,40,32,7,Agile,Mixed,Medium
E-Commerce Platform,17,337,15,7,Scrum,Senior,Medium
CRM System,5,445,4,5,Hybrid,Mixed,Medium
ERP Implementation,6,104,19,3,Hybrid,Senior,Medium
Mobile App,2,300,26,5,Scrum,Junior,High
Mobile App,6,78,26,6,Waterfall,Junior,High
Cloud Migration,4,298,35,10,Waterfall,Junior,High
IoT Development,4,22,34,8,Kanban,Mixed,High
Cybersecurity Solution,16,134,17,5,Kanban,Senior,Medium
E-Commerce Platform,9,324,6,4,Waterfall,Junior,Medium
Cybersecurity Solution,10,46,6,6,Waterfall,Junior,High
CRM System,7,470,33,5,Kanban,Senior,Medium
E-Commerce Platform,5,526,12,6,Scrum,Senior,Medium
CRM System,26,226,19,5,Kanban,Junior,High
Data Analytics Platform,5,185,11,4,Waterfall,Junior,Medium
AI / ML Project,25,27,28,5,Kanban,Mixed,High
CRM System,5,450,18,3,Waterfall,Mixed,Medium
CRM System,2,214,6,9,Agile,Senior,Medium
E-Commerce Platform,12,28,30,5,Hybrid,Junior,Medium
E-Commerce Platform,10,347,5,3,Waterfall,Junior,High
Mobile App,4,198,14,3,Agile,Junior,Medium
Data Analytics Platform,26,662,29,3,Kanban,Mixed,High
Data Analytics Platform,15,188,29,5,Scrum,Mixed,Medium
Data Analytics Platform,15,326,32,6,Scrum,Mixed,Medium
AI / ML Project,2,205,8,5,Scrum,Senior,Medium
Web Application,4,276,3,7,Scrum,Senior,Low
IoT Development,2,130,8,2,Agile,Mixed,Medium
Cloud Migration,28,90,29,8,Kanban,Junior,High
Cloud Migration,21,197,7,4,Agile,Junior,High
Cybersecurity Solution,15,211,22,5,Agile,Senior,Medium
IoT Development,6,306,31,4,Hybrid,Mixed,High
Cloud Migration,3,256,14,4,Waterfall,Junior,High
E-Commerce Platform,8,61,2,4,Hybrid,Mixed,Medium
IoT Development,11,161,7,7,Hybrid,Senior,Medium
CRM System,20,17,33,7,Hybrid,Senior,Medium
ERP Implementation,3,99,5,7,Agile,Junior,High
Mobile App,9,56,19,6,Agile,Junior,Medium
ERP Implementation,13,119,13,5,Scrum,Mixed,Medium
Cybersecurity Solution,17,196,21,11,Kanban,Senior,High
CRM System,5,107,26,8,Kanban,Senior,Medium
Mobile App,13,67,31,4,Scrum,Mixed,Medium
E-Commerce Platform,4,116,17,2,Agile,Junior,Medium
Cloud Migration,16,189,15,3,Agile,Mixed,Medium
ERP Implementation,6,244,11,6,Waterfall,Junior,High
Cybersecurity Solution,6,111,24,4,Kanban,Mixed,Medium
ERP Implementation,4,75,24,6,Waterfall,Mixed,High
IoT Development,7,35,34,4,Waterfall,Senior,Medium
Cybersecurity Solution,14,74,3,4,Waterfall,Junior,High
AI / ML Project,8,346,4,3,Scrum,Junior,Medium
Web Application,10,636,12,3,Hybrid,Mixed,Medium
Data Analytics Platform,10,214,21,2,Waterfall,Mixed,Medium
AI / ML Project,7,52,16,10,Agile,Mixed,Medium
Cybersecurity Solution,16,86,8,7,Kanban,Junior,High
Cloud Migration,22,105,22,5,Kanban,Junior,High
IoT Development,6,109,15,4,Agile,Mixed,Medium
Web Application,7,101,13,6,Waterfall,Senior,Medium
Mobile App,21,41,25,7,Kanban,Junior,Medium
E-Commerce Platform,6,92,14,5,Scrum,Mixed,Low
Cybersecurity Solution,9,124,30,7,Hybrid,Senior,Medium
Mobile App,9,135,3,5,Scrum,Mixed,Low
ERP Implementation,19,231,31,6,Hybrid,Mixed,High
Cloud Migration,2,181,1,5,Hybrid,Mixed,Medium
Cloud Migration,7,33,9,3,Scrum,Junior,Low
Cybersecurity Solution,10,218,24,6,Agile,Senior,Medium
IoT Development,22,195,1,6,Waterfall,Mixed,High
AI / ML Project,4,243,6,9,Kanban,Junior,High
CRM System,8,89,12,7,Kanban,Junior,Medium
Web Application,9,444,28,3,Hybrid,Junior,High
AI / ML Project,4,102,26,5,Waterfall,Junior,High
Cybersecurity Solution,7,249,16,5,Scrum,Senior,Medium
Cybersecurity Solution,10,40,4,8,Hybrid,Senior,Medium
E-Commerce Platform,8,48,2,6,Kanban,Senior,Low
AI / ML Project,3,315,17,2,Scrum,Senior,Medium
Cybersecurity Solution,9,198,8,5,Kanban,Junior,Medium
AI / ML Project,19,130,30,3,Waterfall,Mixed,High
IoT Development,3,624,17,8,Scrum,Senior,High
ERP Implementation,6,389,26,5,Scrum,Junior,High
Cloud Migration,22,40,15,4,Scrum,Senior,Medium
ERP Implementation,21,218,33,8,Hybrid,Mixed,High
Data Analytics Platform,5,137,22,2,Waterfall,Junior,High
AI / ML Project,11,326,11,10,Kanban,Senior,Medium
E-Commerce Platform,2,294,31,10,Hybrid,Junior,High
Cloud Migration,8,1129,28,4,Agile,Junior,High
Cybersecurity Solution,12,129,1,8,Agile,Senior,Medium
CRM System,27,168,9,3,Agile,Senior,Low
Data Analytics Platform,3,162,18,2,Agile,Senior,Medium
Mobile App,8,60,2,6,Agile,Junior,Low
Cybersecurity Solution,3,48,32,6,Scrum,Junior,High
E-Commerce Platform,5,28,1,7,Agile,Senior,Low
Data Analytics Platform,16,204,13,10,Agile,Senior,Medium
Cybersecurity Solution,5,50,30,5,Waterfall,Senior,Medium
AI / ML Project,3,87,2,10,Kanban,Junior,High
ERP Implementation,23,171,10,5,Agile,Junior,High
Web Application,5,205,14,11,Waterfall,Junior,High
ERP Implementation,14,184,35,5,Agile,Junior,High
Web Application,7,152,28,4,Waterfall,Junior,High
Cybersecurity Solution,4,35,2,7,Scrum,Mixed,Low
E-Commerce Platform,3,96,17,5,Scrum,Junior,Medium
Web Application,16,114,13,6,Waterfall,Senior,Medium
AI / ML Project,5,132,34,8,Kanban,Senior,Medium
CRM System,2,262,1,5,Scrum,Junior,Medium
Web Application,4,79,32,6,Kanban,Junior,Medium
Cloud Migration,6,92,36,5,Agile,Mixed,Medium
E-Commerce Platform,18,294,28,3,Waterfall,Mixed,High
Web Application,3,108,14,3,Agile,Senior,Medium
Cloud Migration,4,24,15,1,Hybrid,Senior,Low
Data Analytics Platform,20,619,35,6,Waterfall,Senior,High
Cybersecurity Solution,5,227,32,8,Waterfall,Mixed,High
Cloud Migration,18,77,10,6,Scrum,Senior,Medium
ERP Implementation,2,549,31,5,Agile,Mixed,High
Cloud Migration,20,43,8,1,Scrum,Senior,Low
IoT Development,18,166,31,11,Waterfall,Junior,High
Web Application,16,413,12,6,Agile,Senior,Medium
Web Application,4,35,12,2,Scrum,Mixed,Low
ERP Implementation,10,59,27,3,Waterfall,Mixed,High
Cloud Migration,7,43,30,11,Hybrid,Senior,Medium
AI / ML Project,8,182,34,11,Scrum,Mixed,Medium
Mobile App,8,170,20,4,Hybrid,Junior,Medium
Web Application,5,95,3,3,Scrum,Mixed,Low
E-Commerce Platform,27,51,31,9,Scrum,Mixed,High
Mobile App,4,144,27,5,Waterfall,Junior,High
E-Commerce Platform,10,334,31,5,Hybrid,Mixed,High
Mobile App,8,359,15,9,Waterfall,Senior,Medium
Data Analytics Platform,5,429,23,6,Hybrid,Junior,High
CRM System,4,33,5,7,Kanban,Mixed,Low
Mobile App,10,222,28,5,Scrum,Senior,Medium
AI / ML Project,3,171,31,5,Hybrid,Senior,High
CRM System,11,172,30,5,Waterfall,Senior,Medium
AI / ML Project,5,459,4,4,Waterfall,Mixed,High
Cybersecurity Solution,15,420,23,3,Agile,Mixed,Medium
E-Commerce Platform,24,109,15,6,Kanban,Junior,High
Cloud Migration,6,47,1,9,Kanban,Junior,Medium
E-Commerce Platform,7,172,21,5,Kanban,Senior,Medium
AI / ML Project,7,201,33,1,Kanban,Senior,Medium
E-Commerce Platform,5,270,1,13,Agile,Mixed,Medium
AI / ML Project,3,210,23,10,Scrum,Junior,High
Cybersecurity Solution,8,132,5,7,Agile,Senior,Medium
E-Commerce Platform,5,117,3,7,Kanban,Senior,Low
Cybersecurity Solution,3,538,13,4,Kanban,Junior,High
CRM System,5,416,34,6,Kanban,Senior,Medium
CRM System,9,133,23,7,Kanban,Junior,Medium
IoT Development,9,292,7,1,Waterfall,Mixed,Medium
AI / ML Project,13,307,23,6,Scrum,Junior,High
IoT Development,22,65,26,5,Scrum,Junior,High
AI / ML Project,6,189,4,4,Scrum,Mixed,Medium
Web Application,5,194,18,6,Kanban,Junior,Medium
ERP Implementation,9,345,10,7,Waterfall,Junior,High
ERP Implementation,5,100,1,6,Scrum,Senior,Low
IoT Development,29,72,4,6,Scrum,Senior,Medium
Cybersecurity Solution,27,122,14,4,Kanban,Senior,Medium
ERP Implementation,8,209,14,6,Scrum,Junior,Medium
Cloud Migration,6,10,29,7,Waterfall,Senior,Medium
Web Application,5,44,27,5,Kanban,Mixed,Medium
ERP Implementation,6,1496,29,7,Waterfall,Mixed,High
IoT Development,7,419,33,6,Hybrid,Senior,Medium
IoT Development,9,525,12,7,Waterfall,Mixed,High
CRM System,4,37,7,3,Scrum,Mixed,Low
Mobile App,25,315,20,7,Agile,Mixed,High
Cloud Migration,14,1204,15,7,Scrum,Senior,Medium
ERP Implementation,5,104,30,6,Waterfall,Junior,High
Cybersecurity Solution,12,431,28,6,Kanban,Junior,High
Cloud Migration,5,77,24,4,Waterfall,Senior,Medium
AI / ML Project,5,297,35,5,Scrum,Junior,High
E-Commerce Platform,3,201,25,6,Hybrid,Junior,High
ERP Implementation,28,416,30,9,Agile,Senior,High
CRM System,6,36,35,5,Hybrid,Senior,Medium
AI / ML Project,9,246,2,11,Waterfall,Mixed,High
Web Application,5,70,22,8,Hybrid,Senior,Medium
IoT Development,11,179,8,8,Hybrid,Junior,High
Mobile App,12,193,15,9,Kanban,Mixed,Medium
Cloud Migration,6,672,24,6,Hybrid,Mixed,High
Web Application,7,589,3,10,Hybrid,Mixed,Medium
Cybersecurity Solution,7,122,12,13,Agile,Junior,High
AI / ML Project,2,95,25,5,Agile,Junior,High
IoT Development,10,715,8,5,Scrum,Junior,High
AI / ML Project,26,487,21,4,Waterfall,Senior,High
Web Application,28,164,12,3,Waterfall,Senior,Medium
E-Commerce Platform,8,283,29,7,Agile,Senior,Medium
IoT Development,22,689,24,7,Scrum,Mixed,High
Web Application,8,76,23,3,Scrum,Junior,Medium
Data Analytics Platform,8,171,27,7,Agile,Mixed,Medium
CRM System,7,120,35,2,Agile,Senior,Medium
ERP Implementation,7,166,7,7,Kanban,Senior,Low
IoT Development,27,119,19,6,Hybrid,Junior,High
Web Application,6,54,17,5,Waterfall,Mixed,Medium
Cybersecurity Solution,6,460,6,8,Kanban,Junior,Medium
ERP Implementation,28,891,20,5,Hybrid,Senior,High
CRM System,6,156,9,5,Agile,Junior,Medium
ERP Implementation,28,220,25,12,Scrum,Junior,High
E-Commerce Platform,3,130,5,10,Kanban,Mixed,Medium
Web Application,6,244,4,4,Scrum,Junior,Medium
Web Application,5,457,12,8,Hybrid,Senior,Medium
Web Application,8,40,14,9,Waterfall,Junior,Medium
AI / ML Project,5,162,22,8,Hybrid,Junior,High
AI / ML Project,5,82,13,4,Agile,Mixed,Medium
Mobile App,4,17,13,5,Waterfall,Mixed,Medium
ERP Implementation,18,70,8,11,Scrum,Junior,High
Web Application,3,152,18,9,Hybrid,Junior,High
CRM System,16,177,33,5,Waterfall,Senior,High
ERP Implementation,8,152,8,4,Agile,Junior,Medium
Web Application,3,305,24,4,Scrum,Junior,High
E-Commerce Platform,10,194,15,5,Kanban,Mixed,Medium
Web Application,28,44,4,9,Waterfall,Mixed,Medium
Cloud Migration,5,225,12,4,Waterfall,Senior,Medium
AI / ML Project,27,249,19,3,Hybrid,Senior,High
IoT Development,4,29,9,9,Hybrid,Junior,Medium
ERP Implementation,24,66,14,12,Kanban,Senior,Medium
CRM System,5,108,11,5,Scrum,Senior,Low
Cybersecurity Solution,18,44,26,7,Kanban,Junior,High
E-Commerce Platform,11,76,9,4,Hybrid,Junior,Medium
AI / ML Project,9,223,1,8,Hybrid,Mixed,High
CRM System,7,224,6,7,Waterfall,Mixed,Medium
Mobile App,6,98,10,8,Kanban,Senior,Low
Cybersecurity Solution,23,305,8,2,Agile,Mixed,High
Data Analytics Platform,5,161,13,5,Hybrid,Senior,Medium
Mobile App,5,87,16,4,Agile,Senior,Low
Mobile App,5,344,20,6,Waterfall,Mixed,Medium
IoT Development,17,29,34,4,Waterfall,Junior,High
IoT Development,7,812,14,4,Kanban,Senior,Medium
AI / ML Project,6,112,3,7,Scrum,Junior,Medium
ERP Implementation,7,117,19,8,Waterfall,Mixed,High
Cloud Migration,18,86,6,5,Agile,Senior,Medium
IoT Development,5,40,15,5,Scrum,Mixed,Medium
Cybersecurity Solution,4,140,18,1,Agile,Mixed,Medium
ERP Implementation,5,320,26,9,Scrum,Senior,Medium
Web Application,4,439,1,7,Scrum,Mixed,Low
Cybersecurity Solution,3,166,33,4,Scrum,Junior,High
E-Commerce Platform,16,148,18,5,Scrum,Junior,Medium
AI / ML Project,13,125,32,1,Kanban,Junior,High
Cloud Migration,8,181,5,5,Hybrid,Senior,Low
Cybersecurity Solution,10,225,21,2,Agile,Senior,Medium
Cloud Migration,12,2000,31,12,Agile,Mixed,High
Data Analytics Platform,27,271,29,8,Scrum,Senior,Medium
Cloud Migration,21,466,1,9,Scrum,Junior,Medium
Cybersecurity Solution,3,116,35,4,Waterfall,Mixed,High
IoT Development,7,191,32,4,Waterfall,Mixed,High
CRM System,7,245,15,11,Hybrid,Senior,Medium
Web Application,12,1021,6,5,Scrum,Mixed,Medium
CRM System,6,102,16,5,Kanban,Mixed,Medium
IoT Development,7,301,11,6,Waterfall,Mixed,High
E-Commerce Platform,20,153,20,11,Agile,Junior,High
AI / ML Project,9,53,6,5,Agile,Senior,Medium
Web Application,6,298,29,6,Kanban,Junior,Medium
Cybersecurity Solution,25,224,5,7,Hybrid,Mixed,High
Mobile App,16,301,1,4,Waterfall,Mixed,Medium
Cloud Migration,2,46,27,6,Waterfall,Senior,High
AI / ML Project,7,105,14,3,Waterfall,Junior,High
Mobile App,5,225,14,7,Waterfall,Junior,High
CRM System,10,621,16,2,Kanban,Mixed,Medium
Mobile App,6,97,9,8,Kanban,Senior,Low
Web Application,10,101,22,6,Agile,Mixed,Medium
Cloud Migration,3,45,25,8,Scrum,Senior,Medium
E-Commerce Platform,20,338,5,7,Waterfall,Senior,Medium
ERP Implementation,7,91,28,2,Agile,Senior,Medium
Web Application,2,140,24,5,Scrum,Senior,Medium
AI / ML Project,9,52,4,7,Hybrid,Junior,High
IoT Development,4,495,16,4,Hybrid,Senior,Medium
Mobile App,13,76,35,8,Agile,Junior,Medium
Mobile App,6,83,34,4,Agile,Junior,Medium
CRM System,11,198,31,3,Hybrid,Senior,Medium
IoT Development,9,820,2,1,Waterfall,Junior,High
ERP Implementation,17,100,14,6,Scrum,Senior,Medium
Web Application,26,382,17,4,Waterfall,Mixed,High
Mobile App,6,301,28,9,Hybrid,Junior,High
ERP Implementation,9,202,8,11,Hybrid,Senior,Medium
AI / ML Project,4,143,8,2,Hybrid,Mixed,Medium
AI / ML Project,28,51,2,5,Hybrid,Junior,High
CRM System,9,395,3,7,Hybrid,Junior,Medium
CRM System,3,33,1,4,Waterfall,Mixed,Medium
Data Analytics Platform,5,52,30,6,Agile,Mixed,Medium
AI / ML Project,27,289,32,7,Kanban,Junior,High
IoT Development,2,127,3,5,Kanban,Senior,Medium
IoT Development,5,29,26,6,Waterfall,Junior,High
Mobile App,4,335,8,7,Waterfall,Junior,Medium
E-Commerce Platform,6,483,31,2,Hybrid,Senior,Medium
AI / ML Project,8,33,6,7,Agile,Mixed,Medium
Web Application,24,53,1,5,Agile,Senior,Low
AI / ML Project,9,58,8,7,Waterfall,Junior,High
Cloud Migration,11,212,8,2,Hybrid,Junior,High
Web Application,8,245,19,7,Agile,Mixed,Medium
Web Application,2,341,32,7,Kanban,Senior,Medium
Cloud Migration,7,78,36,7,Waterfall,Junior,High
Cybersecurity Solution,12,77,11,4,Hybrid,Senior,Medium
AI / ML Project,9,145,30,10,Waterfall,Junior,High
IoT Development,11,74,11,4,Kanban,Senior,Medium
ERP Implementation,8,75,29,5,Kanban,Mixed,Medium
IoT Development,7,146,15,7,Agile,Mixed,Medium
AI / ML Project,6,29,14,3,Hybrid,Junior,Medium
Web Application,3,36,18,5,Hybrid,Mixed,Medium
Mobile App,9,283,4,5,Waterfall,Junior,Medium
E-Commerce Platform,9,42,32,5,Scrum,Senior,Medium
AI / ML Project,8,159,17,5,Waterfall,Senior,Medium
Web Application,9,173,1,4,Scrum,Senior,Low
E-Commerce Platform,13,303,25,5,Kanban,Junior,High
Mobile App,6,264,29,8,Kanban,Mixed,Medium
CRM System,29,33,11,12,Scrum,Mixed,Medium
Web Application,14,238,27,9,Agile,Mixed,Medium
Cybersecurity Solution,2,48,20,3,Hybrid,Senior,Medium
ERP Implementation,3,239,29,3,Agile,Senior,Medium
Data Analytics Platform,4,174,6,3,Kanban,Mixed,Low
Cloud Migration,11,142,16,3,Kanban,Senior,Low
IoT Development,28,81,11,7,Agile,Junior,High
Web Application,24,42,14,12,Scrum,Mixed,Medium
CRM System,7,99,12,4,Scrum,Junior,Medium
IoT Development,13,55,25,3,Hybrid,Junior,High
Data Analytics Platform,6,222,18,4,Agile,Senior,Low
IoT Development,13,54,14,9,Waterfall,Junior,High
CRM System,10,487,16,6,Agile,Mixed,Medium
IoT Development,5,269,18,6,Hybrid,Junior,High
E-Commerce Platform,3,19,10,4,Agile,Mixed,Medium
Mobile App,4,28,1,7,Scrum,Senior,Low
Cloud Migration,10,236,14,9,Agile,Senior,Medium
Web Application,5,61,32,4,Agile,Senior,Low
AI / ML Project,8,29,27,7,Agile,Junior,High
Data Analytics Platform,3,150,28,6,Hybrid,Mixed,High
Mobile App,18,409,2,4,Waterfall,Junior,High
Web Application,4,376,30,9,Kanban,Junior,Medium
E-Commerce Platform,8,523,12,8,Waterfall,Mixed,High
Data Analytics Platform,7,509,36,4,Waterfall,Senior,High
Cybersecurity Solution,9,91,5,5,Kanban,Mixed,Medium
Cybersecurity Solution,5,68,5,7,Hybrid,Junior,Medium
Web Application,3,189,30,5,Agile,Junior,High
Mobile App,7,125,14,4,Scrum,Mixed,Low
CRM System,14,221,35,1,Agile,Junior,Medium
AI / ML Project,3,97,15,6,Waterfall,Mixed,High
IoT Development,12,472,4,11,Scrum,Mixed,Medium
AI / ML Project,8,141,11,8,Kanban,Senior,Medium
CRM System,20,129,29,7,Hybrid,Senior,Medium
ERP Implementation,19,77,34,6,Waterfall,Junior,High
AI / ML Project,26,70,19,5,Kanban,Mixed,High
Cloud Migration,12,513,35,6,Agile,Mixed,High
Web Application,26,19,33,10,Agile,Junior,High
E-Commerce Platform,5,135,31,6,Agile,Junior,Medium
ERP Implementation,10,161,35,4,Scrum,Mixed,Medium
IoT Development,9,146,2,5,Kanban,Junior,Medium
Mobile App,3,463,13,5,Hybrid,Mixed,Medium
CRM System,13,47,35,7,Waterfall,Senior,Medium
AI / ML Project,16,331,2,3,Agile,Junior,High
CRM System,3,182,5,10,Waterfall,Junior,High
IoT Development,4,102,9,8,Agile,Junior,Medium
Cybersecurity Solution,28,153,21,8,Waterfall,Junior,High
Data Analytics Platform,26,222,6,8,Scrum,Senior,Medium
